"year","month","day","order","country","session.ID","page.1..main.category.","page.2..clothing.model.","colour","location","model.photography","price","price.2","page"
2008,"April",18,4,"Poland",4597,"blouses","C13","of many colors","bottom in the middle","en face",48,"yes",1
2008,"June",26,23,"Germany",16250,"blouses","C17","white","bottom right","en face",48,"yes",1
2008,"June",6,3,"Lithuania",13235,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"July",11,5,"United_Kingdom",18673,"blouses","C48","grey","bottom left","en face",28,"no",3
2008,"July",18,9,"Denmark",19871,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"April",25,3,"Poland",5842,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"May",28,2,"Poland",11564,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"August",8,12,"Poland",23313,"sale","P59","black","top in the middle","profile",38,"yes",4
2008,"June",5,1,"Lithuania",12925,"trousers","A18","brown","bottom right","en face",38,"no",1
2008,"July",28,4,"Poland",21479,"sale","P33","of many colors","bottom in the middle","en face",43,"yes",2
2008,"April",11,2,"Poland",3055,"skirts","B34","black","bottom right","en face",48,"no",2
2008,"May",8,3,"Poland",8097,"blouses","C12","white","bottom left","en face",43,"yes",1
2008,"April",14,3,"Poland",3665,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"May",19,20,"Czech_Republic",10070,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"August",10,6,"Poland",23580,"blouses","C24","red","top in the middle","en face",33,"no",2
2008,"June",22,4,"Lithuania",15616,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"April",2,21,"Czech_Republic",493,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"April",5,6,"Poland",1550,"skirts","B7","grey","top right","en face",38,"no",1
2008,"July",18,1,"Poland",19909,"skirts","B7","grey","top right","en face",38,"no",1
2008,"May",18,11,"Poland",9742,"sale","P13","brown","bottom in the middle","en face",38,"yes",1
2008,"May",5,5,"com(*.com)",7654,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"June",10,3,"Poland",13847,"sale","P30","brown","bottom left","en face",33,"no",2
2008,"April",2,6,"Poland",765,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"June",6,1,"Poland",13163,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"April",19,21,"Poland",4715,"blouses","C5","pink","top in the middle","en face",48,"yes",1
2008,"April",5,9,"Poland",1653,"sale","P34","of many colors","bottom right","profile",48,"yes",2
2008,"August",12,7,"Poland",23963,"blouses","C48","grey","bottom left","en face",28,"no",3
2008,"April",28,3,"Czech_Republic",6431,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"June",19,4,"Poland",15314,"blouses","C53","white","bottom right","en face",38,"no",3
2008,"April",19,8,"net(*.net)",4758,"skirts","B26","violet","top right","en face",57,"yes",2
2008,"August",8,14,"Poland",23375,"sale","P1","blue","top left","en face",38,"yes",1
2008,"August",1,15,"Poland",22235,"sale","P26","brown","top right","en face",43,"yes",2
2008,"May",26,4,"Poland",11274,"trousers","A7","blue","top right","en face",43,"no",1
2008,"May",8,12,"Poland",8087,"blouses","C1","brown","top left","profile",28,"no",1
2008,"July",16,1,"Poland",19542,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"July",23,5,"Poland",20730,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"June",9,9,"Poland",13658,"sale","P51","of many colors","bottom in the middle","en face",28,"no",3
2008,"July",8,2,"net(*.net)",18259,"trousers","A39","brown","top left","en face",38,"no",3
2008,"July",23,7,"Czech_Republic",20817,"blouses","C29","grey","bottom left","profile",52,"yes",2
2008,"April",18,19,"Poland",4601,"sale","P47","white","bottom left","en face",28,"no",3
2008,"April",10,6,"Poland",2693,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"April",26,5,"Poland",6038,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"May",20,5,"Poland",10174,"skirts","B19","violet","top left","en face",38,"no",2
2008,"July",21,3,"Poland",20384,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"July",13,32,"Poland",19017,"sale","P1","blue","top left","en face",38,"yes",1
2008,"April",23,1,"Poland",5475,"sale","P1","blue","top left","en face",38,"yes",1
2008,"June",15,4,"Poland",14475,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"August",9,4,"Poland",23382,"trousers","A7","blue","top right","en face",43,"no",1
2008,"June",12,28,"Poland",14096,"sale","P52","pink","bottom right","profile",23,"no",3
2008,"June",5,29,"Poland",12979,"sale","P55","white","top left","profile",33,"no",4
2008,"May",11,1,"Poland",8614,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"April",19,2,"Poland",4672,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",12,1,"Czech_Republic",3183,"trousers","A42","grey","top in the middle","en face",28,"no",3
2008,"June",30,5,"Poland",16999,"sale","P5","blue","top in the middle","en face",23,"no",1
2008,"July",6,7,"Poland",17903,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"July",30,4,"Poland",21781,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"April",18,1,"Lithuania",4445,"blouses","C2","red","top left","en face",43,"yes",1
2008,"May",28,2,"Poland",11712,"blouses","C32","black","bottom in the middle","en face",33,"no",2
2008,"June",4,15,"Czech_Republic",12907,"trousers","A41","brown","top in the middle","en face",43,"no",3
2008,"August",11,29,"Poland",23720,"sale","P23","grey","top in the middle","profile",28,"no",2
2008,"April",29,1,"Czech_Republic",6525,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"August",6,22,"net(*.net)",22991,"skirts","B27","black","top right","en face",57,"yes",2
2008,"May",4,4,"Poland",7444,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"August",5,4,"Poland",22824,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"April",7,17,"Poland",2016,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"May",28,8,"Poland",11635,"sale","P46","white","bottom left","en face",28,"no",3
2008,"May",18,4,"Poland",9846,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"May",10,19,"Poland",8443,"sale","P16","green","bottom right","en face",33,"no",1
2008,"April",3,3,"Poland",1152,"skirts","B9","beige","top right","en face",48,"no",1
2008,"April",28,21,"Czech_Republic",6488,"blouses","C13","of many colors","bottom in the middle","en face",48,"yes",1
2008,"June",22,1,"Poland",15617,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"July",5,12,"Poland",17756,"blouses","C9","grey","top right","en face",48,"yes",1
2008,"July",9,3,"Poland",18398,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"April",2,15,"Ireland",575,"sale","P55","white","top left","profile",33,"no",4
2008,"April",8,1,"Poland",2308,"sale","P1","blue","top left","en face",38,"yes",1
2008,"April",2,18,"Poland",514,"trousers","A20","black","top left","profile",38,"no",2
2008,"May",25,64,"Poland",10990,"sale","P35","brown","bottom right","en face",28,"no",2
2008,"June",12,41,"Lithuania",14061,"blouses","C48","grey","bottom left","en face",28,"no",3
2008,"June",22,8,"Ireland",15613,"blouses","C48","grey","bottom left","en face",28,"no",3
2008,"April",16,13,"Poland",4057,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"June",30,2,"Poland",16950,"blouses","C2","red","top left","en face",43,"yes",1
2008,"April",10,11,"Poland",2726,"skirts","B34","black","bottom right","en face",48,"no",2
2008,"June",17,15,"Poland",14864,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"May",5,2,"Czech_Republic",7648,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"June",13,3,"Lithuania",14234,"trousers","A2","blue","top left","en face",43,"no",1
2008,"June",20,7,"Poland",15416,"sale","P3","black","top left","en face",48,"yes",1
2008,"July",18,12,"Poland",19929,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"April",10,44,"Poland",2766,"blouses","C20","violet","top left","profile",48,"yes",2
2008,"August",1,16,"Poland",22149,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"May",10,1,"Poland",8488,"blouses","C8","black","top right","profile",48,"yes",1
2008,"August",12,5,"Poland",24001,"blouses","C55","violet","top left","en face",48,"yes",4
2008,"May",21,10,"Poland",10319,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"April",6,11,"Poland",1832,"trousers","A34","black","bottom right","en face",38,"no",2
2008,"July",13,20,"Poland",19061,"sale","P65","of many colors","bottom left","profile",43,"yes",4
2008,"July",12,7,"Poland",18899,"sale","P15","brown","bottom in the middle","profile",38,"yes",1
2008,"May",7,18,"com(*.com)",7949,"sale","P26","brown","top right","en face",43,"yes",2
2008,"May",1,26,"Czech_Republic",6977,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"June",11,5,"Poland",14000,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"May",8,8,"Lithuania",8106,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"April",21,39,"Poland",5122,"blouses","C54","white","bottom right","en face",57,"yes",3
2008,"June",27,3,"Poland",16508,"sale","P77","green","top in the middle","en face",43,"yes",5
2008,"July",9,5,"net(*.net)",18448,"blouses","C1","brown","top left","profile",28,"no",1
2008,"August",6,4,"Denmark",22924,"blouses","C20","violet","top left","profile",48,"yes",2
2008,"July",8,9,"Poland",18111,"skirts","B26","violet","top right","en face",57,"yes",2
2008,"June",18,13,"net(*.net)",15121,"blouses","C44","white","top right","en face",55,"yes",3
2008,"May",17,23,"Poland",9657,"sale","P27","grey","top right","profile",33,"no",2
2008,"July",7,4,"Poland",18047,"skirts","B3","red","top left","en face",52,"yes",1
2008,"May",3,25,"Czech_Republic",7233,"trousers","A33","beige","bottom in the middle","en face",38,"no",2
2008,"April",19,2,"Poland",4804,"trousers","A24","black","top in the middle","en face",48,"yes",2
2008,"April",2,6,"Poland",767,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"June",15,8,"Poland",14499,"blouses","C21","white","top left","en face",57,"yes",2
2008,"June",22,7,"net(*.net)",15667,"blouses","C4","brown","top in the middle","en face",48,"yes",1
2008,"June",2,12,"Poland",12399,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"April",28,4,"Czech_Republic",6431,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"July",7,2,"Poland",17944,"sale","P33","of many colors","bottom in the middle","en face",43,"yes",2
2008,"May",16,3,"Czech_Republic",9443,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"August",4,1,"Poland",22538,"trousers","A36","beige","bottom right","en face",33,"no",2
2008,"August",9,8,"Poland",23437,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"April",10,10,"Poland",2687,"sale","P75","green","top left","en face",33,"no",5
2008,"August",3,4,"Poland",22364,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"July",31,1,"Germany",21942,"blouses","C32","black","bottom in the middle","en face",33,"no",2
2008,"May",5,4,"Czech_Republic",7473,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"April",8,32,"Poland",2251,"sale","P56","black","top left","en face",33,"no",4
2008,"May",23,6,"Czech_Republic",10658,"skirts","B7","grey","top right","en face",38,"no",1
2008,"April",25,17,"Czech_Republic",5831,"blouses","C24","red","top in the middle","en face",33,"no",2
2008,"August",3,30,"Poland",22439,"sale","P40","brown","top in the middle","en face",43,"yes",3
2008,"June",3,3,"Poland",12574,"blouses","C27","pink","top right","en face",48,"yes",2
2008,"April",29,5,"United_Kingdom",6559,"blouses","C43","grey","top right","profile",28,"no",3
2008,"August",5,6,"Poland",22848,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"June",2,3,"Poland",12419,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"August",7,9,"Poland",23109,"sale","P71","black","bottom right","profile",33,"no",4
2008,"June",29,1,"Netherlands",16768,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"April",7,6,"Czech_Republic",1958,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"April",14,5,"Czech_Republic",3649,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"July",21,2,"Poland",20314,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"April",20,6,"Poland",4841,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"July",2,12,"Poland",17236,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"April",19,1,"Poland",4649,"skirts","B23","green","top in the middle","en face",38,"no",2
2008,"April",9,7,"Poland",2513,"trousers","A34","black","bottom right","en face",38,"no",2
2008,"August",1,19,"Poland",22151,"blouses","C28","black","bottom left","profile",48,"yes",2
2008,"August",7,1,"Poland",23072,"blouses","C56","grey","top left","profile",57,"yes",4
2008,"July",7,49,"Poland",18024,"sale","P11","brown","bottom left","profile",38,"yes",1
2008,"July",20,4,"Poland",20156,"sale","P3","black","top left","en face",48,"yes",1
2008,"July",7,8,"Poland",18032,"skirts","B25","grey","top right","en face",38,"no",2
2008,"May",11,3,"Poland",8574,"skirts","B3","red","top left","en face",52,"yes",1
2008,"August",3,13,"Poland",22442,"blouses","C49","brown","bottom in the middle","profile",26,"no",3
2008,"August",4,3,"Poland",22641,"trousers","A14","blue","bottom in the middle","en face",60,"yes",1
2008,"June",29,28,"Poland",16721,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"April",14,7,"Czech_Republic",3501,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"July",1,1,"Poland",17060,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"May",28,7,"Poland",11603,"sale","P55","white","top left","profile",33,"no",4
2008,"June",15,12,"Poland",14474,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"August",4,1,"Poland",22683,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"August",7,6,"Poland",23090,"skirts","B27","black","top right","en face",57,"yes",2
2008,"June",19,6,"Czech_Republic",15325,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"July",16,26,"Poland",19582,"trousers","A32","black","bottom in the middle","en face",38,"no",2
2008,"June",1,7,"Poland",12189,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"July",30,3,"Poland",21764,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"May",11,18,"Poland",8558,"blouses","C29","grey","bottom left","profile",52,"yes",2
2008,"July",29,2,"Poland",21664,"trousers","A2","blue","top left","en face",43,"no",1
2008,"July",22,2,"Poland",20646,"sale","P7","brown","top right","profile",28,"no",1
2008,"July",8,11,"Ireland",18252,"sale","P14","black","bottom in the middle","profile",38,"yes",1
2008,"July",26,7,"Poland",21299,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"April",10,2,"Poland",2832,"blouses","C50","of many colors","bottom in the middle","profile",20,"no",3
2008,"April",20,15,"Poland",4913,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"August",10,1,"Poland",23588,"blouses","C15","grey","bottom in the middle","en face",33,"no",1
2008,"May",14,4,"Czech_Republic",9058,"blouses","C26","white","top right","en face",28,"no",2
2008,"May",14,18,"Poland",9233,"sale","P48","of many colors","bottom left","profile",33,"no",3
2008,"August",5,2,"Poland",22752,"skirts","B4","olive","top in the middle","en face",52,"yes",1
